"","participant","chooserandom_Instruction_1","chooserandom_Condition_1","chooserandom_Relevance_1","ID_Yapper_1","Anxiety_feelings_Pretest_1","Anxiety_feelings_Pretest_2","Anxiety_feelings_Pretest_3","Anxiety_feelings_Pretest_4","Anxiety_feelings_Pretest_5","Anxiety_feelings_Pretest_6","Anxiety_feelings_Pretest_7","Anxiety_feelings_Pretest_8","SoundCalibration_1","SoundProblem_1","count_Trial1_Irrelevant_1","Pleasure_Trial1_Irrelevant_1","Arousal_Trial1_Irrelevant_1","Control_Trial1_Irrelevant_1","count_Criticaltrial_Irrelevant_1","Pleasure_Criticaltrial_Irrelevant_1","Arousal_Criticaltrial_Irrelevant_1","Control_Criticaltrial_Irrelevant_1","IB_Criticaltrial_Irrelevant_1","IB_Feature_Criticaltrial_Irrelevant_1","IB_Color_Criticaltrial_Irrelevant_1","IB_Motion_Criticaltrial_Irrelevant_1","count_Dividedtrial_Irrelevant_1","Pleasure_Dividedtrial_Irrelevant_1","Arousal_Dividedtrial_Irrelevant_1","Control_Dividedtrial_Irrelevant_1","IB_Dividedtrial_Irrelevant_1","IB_Feature_Dividedtrial_Irrelevant_1","IB_Color_Dividedtrial_Irrelevant_1","IB_Motion_Dividedtrial_Irrelevant_1","IB_Fulltrial_Irrelevant_1","IB_Feature_Fulltrial_Irrelevant_1","IB_Color_Fulltrial_Irrelevant_1","IB_Motion_Fulltrial_Irrelevant_1","count_Trial1_Relevant_1","Pleasure_Trial1_Relevant_1","Arousal_Trial1_Relevant_1","Control_Trial1_Relevant_1","count_Criticaltrial_Relevant_1","Pleasure_Criticaltrial_Relevant_1","Arousal_Criticaltrial_Relevant_1","Control_Criticaltrial_Relevant_1","IB_Criticaltrial_Relevant_1","IB_Feature_Criticaltrial_Relevant_1","IB_Color_Criticaltrial_Relevant_1","IB_Motion_Criticaltrial_Relevant_1","count_Dividedtrial_Relevant_1","Pleasure_Dividedtrial_Relevant_1","Arousal_Dividedtrial_Relevant_1","Control_Dividedtrial_Relevant_1","IB_Dividedtrial_Relevant_1","IB_Feature_Dividedtrial_Relevant_1","IB_Color_Dividedtrial_Relevant_1","IB_Motion_Dividedtrial_Relevant_1","IB_Fulltrial_Relevant_1","IB_Feature_Fulltrial_Relevant_1","IB_Color_Fulltrial_Relevant_1","IB_Motion_Fulltrial_Relevant_1","Emotion_1","Emotion_2","Emotion_3","Emotion_4","Emotion_5","Emotion_6","Emotion_7","Emotion_8","Check_sound_1","Check_Uncomfort_1","Check_Volume_1","Connaissance_1","Connaissance_Task_1","Connaissance_IB_1","Subjective_SES_1","PESS_1","PESS_2","PESS_3","PESS_4","PESS_5","PESS_6","PESS_7","PESS_8","Pay_Distance_1","Household_Nb_1","Pay_Next_1","Pay_Month_1","Age_1","Gender_1","Town_Country_1","Town_Country_2","Writing_Script_1","Writing_Script_other","Etudes_1","CSP_1","CSP_other","Game_Feelings_1","TIME_start","TIME_end","TIME_total"
"1533","s.36883d53-6feb-4dc2-b0a6-c6e4e0a2e14d.txt",1,1,1,"XXXX",1,1,5,2,3,6,3,2,3,NA,10,6,4,6,12,6,4,6,2,NA,NA,NA,8,6,4,6,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,2,5,2,2,2,NA,NA,2,2,2,7,2,3,2,3,3,2,3,3,15,3,"8500","8500",45,2,"ST DENIS LA REUNION","FRANCE",1,NA,6,3,NA,"Rien de particulier. J'ai essayé de répondre au mieux aux questions.","2023-09-11-11-27","2023-09-11-11-37",10
"1534","s.ffb6a4f9-c74d-4859-8922-ccf3f05383f3.txt",2,1,2,"XXXX",6,7,4,5,4,3,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5,2,7,18,5,2,7,2,NA,NA,NA,19,5,2,7,1,3,2,2,2,6,7,7,1,1,4,1,1,6,1,1,2,NA,NA,1,2,2,6,2,2,2,2,2,2,2,3,21,4,"2700","5500",47,1,"Coueron","France",1,NA,6,4,NA,NA,"2023-09-06-21-17","2023-09-06-21-26",9
"1535","s.cfb21877-0f38-4417-9e87-2fcceba18098.txt",2,2,1,"XXXX",2,3,2,4,5,5,3,5,3,NA,16,3,4,7,12,5,9,8,2,NA,NA,NA,8,8,2,9,1,3,4,2,2,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,3,5,4,3,1,2,2,1,2,2,3,6,5,4,4,5,6,6,7,10,1,"1560","3200",32,2,"Haubourdin","France",1,NA,6,5,NA,"Gêne auditive avec l'alarme / les cris","2023-09-21-10-33","2023-09-21-10-45",12
"1536","s.327b3cae-3c17-4e51-8dc1-f747927df220.txt",1,1,2,"XXXX",1,3,3,2,6,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,7,6,7,18,7,7,4,1,3,4,4,18,6,6,5,1,3,4,2,1,3,4,2,1,2,3,1,5,5,2,4,2,NA,NA,1,1,2,7,3,3,1,3,1,4,2,5,24,8,"2500","5000",21,2,"toulouse","France",1,NA,7,8,NA,"J'ai trouvé la tache assez ludique. Cela demandait de la concentration.","2023-10-07-14-29","2023-10-07-14-44",15
"1537","s.3acc5057-7954-4f61-b0be-aaff5f27f51d.txt",1,1,2,"XXXX",1,5,4,5,4,4,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,5,7,10,5,6,4,1,3,4,2,14,5,7,5,1,3,4,5,1,3,4,2,1,1,1,1,4,2,4,3,2,NA,NA,1,1,1,3,7,6,6,6,6,6,6,6,15,1,"900","900",67,1,"VIENNE","FRANCE",1,NA,6,7,NA,"Rien de très particulier. Une très légère activation de mon attention, sans toutefois être certaine de l'exactitude de mes réponses","2023-09-25-16-39","2023-09-25-16-57",18
"1538","s.093a259f-4a23-4088-825a-c071d5c53402.txt",2,1,2,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-14-17-30",NA,NA
"1539","s.4616a6fd-1ff6-4166-9c1e-142dd199e6ed.txt",1,2,2,"XXXX",2,3,4,2,4,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,5,1,9,17,5,2,6,2,NA,NA,NA,18,4,2,7,2,NA,NA,NA,2,6,7,7,1,2,2,1,3,2,3,2,1,1,2,2,2,1,4,4,6,3,4,3,7,6,5,25,7,"2900","3300",47,2,"Rueil-Malmaison","France",1,NA,5,4,NA,"un peu de stress pour arriver à bien compter le nombre de rebond tout en essyant de faire abstraction du bruit","2023-09-06-10-53","2023-09-06-11-03",10
"1540","s.9aada86b-eb6b-4903-84e1-2db578b4d8bb.txt",2,1,2,"XXXX",2,6,6,4,6,3,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,5,3,8,15,5,4,6,1,3,2,2,15,5,2,9,1,3,2,2,1,3,2,2,1,1,6,1,2,6,4,2,2,NA,NA,1,1,2,5,5,2,3,1,1,2,2,1,16,4,"1500","3500",47,2,"Nice","France",2,"Arabe",7,5,NA,"Belle étude","2023-09-14-18-15","2023-09-14-18-33",18
"1541","s.bc8c5d9a-ad1b-4da1-ad2d-e9e8dcf71ed3.txt",2,1,1,"XXXX",3,5,4,5,5,4,5,5,3,NA,9,4,6,6,13,4,6,5,2,NA,NA,NA,8,5,4,5,2,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,6,2,1,2,NA,NA,1,1,1,5,3,6,4,4,3,6,5,7,2,3,"1900","3800",55,1,"nimes","france",1,NA,5,5,NA,"c'était plutôt ludique ;) merci !","2023-09-05-18-33","2023-09-05-18-46",13
"1542","s.7d26a35f-1c69-4744-882f-e17aac74175b.txt",2,2,2,"XXXX",2,1,5,1,2,5,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-26-12-58",NA,NA
"1543","s.533f4209-1c32-4bdf-a9e8-58e61843805a.txt",2,1,1,"XXXX",1,1,4,1,1,6,1,1,2,NA,10,8,1,8,13,8,1,8,1,3,4,6,8,8,1,8,1,3,4,2,2,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,7,1,1,2,NA,NA,1,2,1,4,5,4,3,3,3,6,6,6,11,1,"900","950",23,1,NA,NA,1,NA,5,5,NA,NA,"2023-09-19-13-47","2023-09-19-13-56",9
"1544","s.412d0603-aed7-4a87-87fc-244bc0d4d275.txt",2,2,1,"XXXX",1,2,4,2,2,6,2,2,2,NA,5,3,4,7,12,4,6,7,2,NA,NA,NA,9,4,7,7,2,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,7,1,1,1,1,2,1,1,1,7,2,4,1,1,1,3,5,5,2,2,"2500","4200",72,1,"Perpignan","France",1,NA,2,7,NA,"RAS","2023-09-06-08-24","2023-09-06-08-37",13
"1545","s.00de6004-98f6-4674-a9a0-04d86e43aafd.txt",1,1,2,"XXXX",3,5,4,1,6,1,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,5,4,7,18,7,3,7,1,3,4,4,16,7,7,7,1,3,4,2,2,3,4,2,1,1,1,1,1,5,1,1,2,NA,NA,2,1,1,6,5,7,6,6,4,7,6,7,6,3,"2100","2100",39,1,"boulogne-billancourt","france",1,NA,8,5,NA,"concentration +++","2023-10-25-12-57","2023-10-25-13-07",10
"1546","s.99c4d49e-44a6-48f8-9abf-6cd1fa0b2e4c.txt",1,1,1,"XXXX",1,3,5,2,2,7,2,1,3,NA,10,8,2,9,12,4,6,3,2,NA,NA,NA,8,5,4,6,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,4,4,3,5,2,NA,NA,2,2,1,6,5,3,1,3,1,5,3,4,20,1,"1900","1900",27,2,"Paris","France",1,NA,8,4,NA,"J'ai trouvé la première tâche satisfaisante, lorsque le rythme était peu élevé. En revanche, j'ai été plus stressé par l'augmentation de la vitesse des carrés. Une sensation de ""brouille"" a émergé en moi. J'ai ensuite repris le contrôle sur le troisième exercice","2023-09-08-19-44","2023-09-08-19-52",8
"1547","s.02eea102-a918-44b8-8241-ae193898009f.txt",2,1,2,"XXXX",2,2,5,2,2,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,4,5,5,5,2,NA,NA,NA,4,5,5,5,2,NA,NA,NA,2,6,7,7,2,2,5,2,2,5,2,2,1,1,2,2,2,2,7,4,3,4,4,4,4,4,4,11,4,"12","15",52,2,"Perpignan","France",1,NA,8,3,NA,"Ras","2023-09-05-19-25","2023-09-05-19-29",4
"1548","s.4e496ea2-01ed-409c-8565-3e5e88ab52fa.txt",1,1,1,"XXXX",5,6,2,5,5,4,6,5,3,NA,10,6,4,8,12,6,4,7,2,NA,NA,NA,8,7,3,7,1,1,2,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,2,3,5,3,3,2,NA,NA,1,1,2,2,5,6,5,2,5,6,5,5,30,3,"1400","2800",38,2,"Couzeix","France",1,NA,8,5,NA,"Sympa et l'impression de participer à quelque chose d'utile","2023-09-05-18-55","2023-09-05-19-08",13
"1549","s.920ca7f4-bc42-4d84-963b-4ba4bf0e89bd.txt",1,1,2,"XXXX",1,1,4,1,1,7,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,7,7,6,17,6,6,6,1,3,4,4,18,6,3,5,1,3,4,2,1,3,4,2,1,1,4,1,1,3,1,1,2,NA,NA,2,2,2,7,1,5,1,1,4,4,2,3,2,1,"X","X",30,1,"Lisboa","Portugal",1,NA,6,11,"Indépendant","Concentration","2023-10-25-12-20","2023-10-25-12-30",10
"1550","s.e541b00c-6b78-4f22-8dab-ed8d7d35f8ed.txt",1,1,1,"XXXX",5,5,3,5,3,4,5,4,3,NA,10,5,3,9,12,5,2,9,1,3,2,2,8,5,1,9,1,1,3,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,6,1,1,2,NA,NA,1,1,2,7,1,7,6,3,7,7,6,7,15,5,"3000","3000",43,2,"Paris","France",1,NA,3,4,NA,"J'ai pris l'expérience comme un défi.","2023-09-15-14-59","2023-09-15-15-11",12
"1551","s.c233b08a-4d29-42ed-b1dd-c90c4ab6c1f8.txt",2,2,1,"XXXX",4,4,3,3,3,2,5,1,3,NA,8,3,7,5,13,4,7,5,2,NA,NA,NA,0,6,3,6,1,5,6,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,1,2,3,3,1,1,1,2,1,1,2,6,2,6,1,6,2,4,6,6,12,4,"3000","4000",36,2,"St mihiel","France",1,NA,5,3,NA,NA,"2023-09-18-10-21","2023-09-18-10-32",11
"1552","s.fe7e01bb-2fc4-4a81-a354-e4dc84721b5b.txt",1,1,2,"XXXX",1,2,4,1,1,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,7,6,12,4,8,4,1,5,7,2,8,3,7,5,1,3,4,2,1,3,4,2,1,3,1,1,5,4,4,1,2,NA,NA,1,1,1,3,7,7,7,1,7,7,7,7,15,5,"1760","1760",43,1,"Moulins","France",1,NA,2,9,NA,"troubler par les images","2023-09-20-14-13","2023-09-20-14-23",10
"1553","s.37b3410f-3df9-4d41-8166-7b97e6851612.txt",1,1,2,"XXXX",1,1,6,1,6,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,5,7,4,17,5,6,4,1,3,4,2,17,5,6,4,1,3,4,2,1,3,4,2,1,1,4,1,1,5,1,1,2,NA,NA,1,1,2,5,4,4,1,1,1,4,1,1,3,5,"250","1000",33,2,"Grasse","France",2,"Arabe",6,2,NA,"Aucun ressenti particulier","2023-09-05-23-38","2023-09-05-23-55",17
"1554","s.65dbd41f-0825-429e-a7e7-ad5ba2fda936.txt",1,2,1,"XXXX",3,3,5,3,3,5,3,3,3,NA,7,1,3,1,10,2,3,3,2,NA,NA,NA,6,4,4,4,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,3,4,5,3,5,6,1,1,2,1,1,1,6,4,1,4,5,4,4,4,5,0,4,"4500","4500",48,1,"Vienne","France",1,NA,6,5,NA,"Rien","2023-09-05-22-39","2023-09-05-22-48",9
"1555","s.821c77e7-b32c-4220-87c8-c101e09b3a25.txt",2,1,1,"XXXX",1,2,4,1,1,5,1,1,2,NA,11,8,2,8,12,9,1,9,2,NA,NA,NA,8,9,1,9,2,NA,NA,NA,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,1,7,1,1,2,NA,NA,1,1,1,5,6,4,4,4,4,6,5,5,0,3,"1500","1500",49,2,"NANTES","FRANCE",1,NA,5,5,NA,"MOMENT AGREABLE","2023-09-05-18-11","2023-09-05-18-24",13
"1556","s.a1c28d9d-60af-487b-9cee-65a42464496e.txt",1,2,1,"XXXX",1,1,3,4,1,6,1,1,3,NA,11,6,6,9,11,6,6,9,2,NA,NA,NA,8,6,6,9,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,7,1,1,1,1,2,1,2,2,5,2,7,2,5,1,6,7,7,15,2,"1400","4400",42,1,"Saint-Avertin","FRANCE",1,NA,5,2,NA,"UN CHALLENGE","2023-09-15-15-03","2023-09-15-15-13",10
"1557","s.37e11c87-a2a2-4dc9-82c1-1ba82bd4621c.txt",1,1,2,"XXXX",2,1,6,1,1,6,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,5,4,7,16,7,4,6,1,3,4,2,20,7,3,7,1,3,4,2,1,3,4,2,1,1,4,1,1,6,1,1,2,NA,NA,1,1,1,7,3,2,1,6,1,4,1,4,15,1,"1000","7000",57,2,"Etréchy","France",1,NA,6,2,NA,"Un peu d'étonnement de ne pas avoir entendu de sons","2023-09-19-09-36","2023-09-19-09-46",10
"1558","s.1b9417ae-01de-45f0-a0c4-75ef83b1ea2e.txt",1,1,2,"XXXX",5,4,1,5,4,3,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,6,6,17,3,6,5,1,3,4,2,15,4,6,5,1,3,4,2,1,3,4,2,5,6,2,5,5,2,6,5,2,NA,NA,1,1,2,5,6,5,4,5,4,6,4,5,24,3,"3400","900",42,2,"beauval","france",2,"espagnol, lsf",5,4,NA,"stressé peur de ne pas bien compter tous les rebonds","2023-09-10-18-18","2023-09-10-18-29",11
"1559","s.8472aaf8-0014-473e-95e4-6aba3a972aca.txt",2,1,1,"XXXX",3,5,5,5,6,3,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-22-20-34",NA,NA
"1560","s.be148647-6396-47ad-a1a4-40391a3d24c5.txt",2,2,2,"XXXX",1,1,5,1,4,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,8,5,15,3,7,6,1,3,2,2,16,1,9,5,1,3,2,2,2,3,2,2,1,6,2,3,7,1,7,7,1,1,2,1,1,1,8,3,1,1,1,1,1,1,1,22,1,"1200","1950",36,1,"Montsinéry-Tonnégrande (Guyane)","France",1,NA,8,2,NA,"Je ne m'attendais pas à entendre des sons aussi stressants.","2023-09-05-15-58","2023-09-05-16-13",15
"1561","s.cae9884a-27f3-4faa-9857-3705c9686623.txt",2,2,2,"XXXX",2,1,4,2,3,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,6,2,9,16,6,1,9,1,3,2,2,15,6,1,9,2,NA,NA,NA,1,3,2,2,1,1,3,4,1,1,1,1,1,2,2,2,2,1,8,1,4,1,2,1,2,2,3,24,4,"4000","5000",42,1,"bordeaux","france",2,NA,5,5,NA,"c'était rigolo","2023-09-06-08-37","2023-09-06-08-49",12
"1562","s.5cbb98ff-9599-4c8b-a5a5-69d5de5d1345.txt",1,2,2,"XXXX",2,2,6,2,2,5,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,3,2,23,6,5,5,2,NA,NA,NA,13,7,5,7,2,NA,NA,NA,2,3,4,6,1,1,6,1,2,6,1,1,1,1,2,2,2,2,6,3,3,3,3,2,2,3,3,6,5,"500","200",25,1,"brest","France",1,NA,6,9,NA,"rien","2023-09-11-12-10","2023-09-11-12-20",10
"1563","s.87ad75cf-d7ce-4ac8-aa8f-5948d5d0c4e6.txt",1,1,1,"XXXX",3,6,3,6,6,2,6,6,2,NA,10,5,4,8,12,5,6,4,2,NA,NA,NA,8,5,3,8,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,3,4,3,3,2,NA,NA,1,1,1,7,5,2,2,2,2,2,2,2,19,1,"1800","1800",26,1,"Lille","France",1,NA,8,3,NA,"Concentrée","2023-09-11-15-00","2023-09-11-15-15",15
"1564","s.c5076fe6-4f65-4920-9005-340a5ed93191.txt",2,2,2,"XXXX",2,2,6,1,3,6,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,1,9,16,9,1,9,2,NA,NA,NA,17,9,1,9,2,NA,NA,NA,1,3,2,2,1,1,5,1,1,7,1,1,1,2,2,1,1,1,7,2,5,1,3,2,1,1,5,25,3,"4000","6600",37,2,"Fontaine","France",1,NA,6,3,NA,"Amusement","2023-09-05-22-04","2023-09-05-22-14",10
"1565","s.24b12a9a-3de5-4e14-8208-9024937142b2.txt",1,2,1,"XXXX",2,2,5,2,2,5,2,2,3,NA,13,4,5,6,10,4,5,5,2,NA,NA,NA,8,4,6,6,2,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,4,5,3,4,1,1,2,1,1,2,5,4,4,4,5,4,4,4,3,13,6,"2200","2500",45,2,"SAINT-OUEN-L'AUMONE - 95310","france",2,"arabe",8,5,NA,"j'était un peu dérangé avec un peu de colère.","2023-09-21-09-06","2023-09-21-09-20",14
"1566","s.dc77a3d6-2fe4-4b48-bee0-6f37deb3bbf6.txt",1,1,1,"XXXX",2,4,6,2,3,6,4,5,3,NA,10,5,4,8,12,3,3,7,1,1,6,1,14,7,2,7,1,1,6,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,1,7,1,1,2,NA,NA,1,1,2,4,7,7,7,7,7,7,7,7,5,6,"1300","1300",50,1,"ANGRIE","FRANCE",1,NA,2,7,NA,"Rien de particilier, j'ai juste effectuée la tâche","2023-09-28-15-04","2023-09-28-15-23",19
"1567","s.5825cd2f-15d2-4c0e-aec6-4a2784da9068.txt",2,1,2,"XXXX",1,1,4,1,2,6,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,5,6,6,14,5,6,6,2,NA,NA,NA,14,5,6,6,2,NA,NA,NA,1,3,2,2,1,1,2,1,2,5,2,2,2,NA,NA,1,1,2,4,7,7,7,7,7,7,7,7,0,1,"1100","1100",65,1,"Beausoleil","France",1,NA,5,5,NA,"J'ai ressenti de la curiosité et très peu de nervosité.","2023-09-05-18-08","2023-09-05-18-30",22
"1568","s.99d8fc12-fb13-4191-97e2-a0fafb6b67c5.txt",2,1,2,"XXXX",1,3,1,1,1,5,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,2,9,14,5,3,8,1,3,2,2,16,5,2,8,1,3,2,2,2,3,2,2,1,3,1,1,1,1,1,2,2,NA,NA,1,2,1,6,1,2,1,1,1,1,1,1,5,4,"3000","3000",24,1,"Mary sur Marne","France",1,NA,7,8,NA,"attente,angoisse,objectif a atteindre","2023-09-06-12-23","2023-09-06-12-37",14
"1569","s.09b880c0-508b-4f98-8086-ddc84128cc53.txt",2,2,2,"XXXX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-18-14-09",NA,NA
"1570","s.cb7c3c7d-736d-498b-a3a6-d9c7e3a7f710.txt",1,2,1,"XXXX",1,2,7,1,2,6,2,1,3,NA,10,4,6,6,11,3,6,4,2,NA,NA,NA,8,5,5,4,1,3,2,2,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,4,3,7,2,5,7,1,1,2,2,1,2,7,1,3,1,1,3,4,1,3,25,1,"120","120",23,1,"Juvisy-sur-Orge","France",1,NA,6,8,NA,"Les vidéos étaient très anxiogènes et ont fait peur à mon chat. Je n'aime vraiment pas les cris parce que j'en ai déjà entendus, ayant été victime d'un accident de voiture. Je pense cependant avoir réussi à demeurer suffisamment concentrée pour répondre correctement aux questions.","2023-09-05-18-51","2023-09-05-19-01",10
